start_station_name,year,number_of_rides
Rush St & Superior St,2020,13748
Shedd Aquarium,2020,13743
Southport Ave & Roscoe St,2020,13724
Lake Shore Dr & Ohio St,2020,13623
Federal St & Polk St,2020,13567
Mies van der Rohe Way & Chicago Ave,2020,13498
Sheffield Ave & Waveland Ave,2020,13493
Michigan Ave & 8th St,2020,13388
Clinton St & Washington Blvd,2020,13250
Pine Grove Ave & Irving Park Rd,2020,13190
Milwaukee Ave & Grand Ave,2020,13111
Southport Ave & Waveland Ave,2020,12999
Broadway & Belmont Ave,2020,12860
Burnham Harbor,2020,12824
Halsted St & Clybourn Ave,2020,12820
Clark St & Lake St,2020,12702
Adler Planetarium,2020,12659
Clinton St & Lake St,2020,12560
Morgan St & Lake St,2020,12552
Wilton Ave & Diversey Pkwy,2020,12468
Halsted St & Dickens Ave,2020,12296
Franklin St & Jackson Blvd,2020,12143
Buckingham Fountain,2020,12119
Clark St & Chicago Ave,2020,12070
Halsted St & Wrightwood Ave,2020,12063
Wabash Ave & Wacker Pl,2020,12024
Sheffield Ave & Webster Ave,2020,11942
Franklin St & Monroe St,2020,11842
Sheffield Ave & Wrightwood Ave,2020,11826
Larrabee St & Kingsbury St,2020,11822
Dusable Harbor,2020,11595
Sheridan Rd & Montrose Ave,2020,11422
Franklin St & Illinois St,2020,11366
Loomis St & Lexington St,2020,11350
Cityfront Plaza Dr & Pioneer Ct,2020,11332
Lincoln Park Conservatory,2020,11284
Sedgwick St & North Ave,2020,11260
Green St & Randolph St,2020,11193
Ritchie Ct & Banks St,2020,11039
Wood St & Milwaukee Ave,2020,11030
Clark St & North Ave,2020,11026
Desplaines St & Jackson Blvd,2020,11022
Michigan Ave & 14th St,2020,10995
Franklin St & Lake St,2020,10990
Shore Dr & 55th St,2020,10951
Clark St & Newport St,2020,10920
Sheridan Rd & Irving Park Rd,2020,10768
Franklin St & Chicago Ave,2020,10766
Orleans St & Merchandise Mart Plaza,2020,10754
Clark St & Randolph St,2020,10734
Clark St & Grace St,2020,10696
Peoria St & Jackson Blvd,2020,10617
Sedgwick St & Webster Ave,2020,10555
Sheffield Ave & Kingsbury St,2020,10484
Michigan Ave & Pearson St,2020,10262
Sheffield Ave & Willow St,2020,10198
Clarendon Ave & Gordon Ter,2020,10144
LaSalle Dr & Huron St,2020,10135
Sheffield Ave & Fullerton Ave,2020,10132
Sedgwick St & Huron St,2020,10031
Milwaukee Ave & Wabansia Ave,2020,10000
Clarendon Ave & Junior Ter,2020,9899
Broadway & Sheridan Rd,2020,9819
Lincoln Ave & Diversey Pkwy,2020,9742
Fort Dearborn Dr & 31st St,2020,9696
LaSalle St & Jackson Blvd,2020,9509
Michigan Ave & 18th St,2020,9506
Wells St & Polk St,2020,9502
Larrabee St & Division St,2020,9404
Racine Ave & Belmont Ave,2020,9208
State St & Pearson St,2020,9195
Field Blvd & South Water St,2020,9139
Ravenswood Ave & Lawrence Ave,2020,9127
Southport Ave & Wellington Ave,2020,9097
Stetson Ave & South Water St,2020,9078
Kedzie Ave & Milwaukee Ave,2020,9051
Marine Dr & Ainslie St,2020,8866
Aberdeen St & Jackson Blvd,2020,8821
Honore St & Division St,2020,8705
Damen Ave & Cortland St,2020,8614
Desplaines St & Randolph St,2020,8576
Damen Ave & Chicago Ave,2020,8564
Racine Ave & Fullerton Ave,2020,8443
Lincoln Ave & Roscoe St,2020,8408
Ashland Ave & Blackhawk St,2020,8398
Burling St (Halsted) & Diversey Pkwy (Temp),2020,8336
Clark St & Berwyn Ave,2020,8242
Halsted St & Willow St,2020,8241
Michigan Ave & Madison St,2020,8226
Wabash Ave & Adams St,2020,8187
LaSalle St & Washington St,2020,8150
Wolcott Ave & Polk St,2020,8137
Canal St & Madison St,2020,8129
Wabash Ave & 16th St,2020,8095
Michigan Ave & Jackson Blvd,2020,8088
Larrabee St & Armitage Ave,2020,8009
Clifton Ave & Armitage Ave,2020,7960
Kimbark Ave & 53rd St,2020,7938
Greenview Ave & Fullerton Ave,2020,7882
Ogden Ave & Chicago Ave,2020,7873
California Ave & Milwaukee Ave,2020,7825
Dayton St & North Ave,2020,7791
Clark St & Winnemac Ave,2020,7764
Lakefront Trail & Wilson Ave,2020,7719
Lincoln Ave & Belmont Ave,2020,7714
Broadway & Granville Ave,2020,7682
Orleans St & Chestnut St (NEXT Apts),2020,7666
Eckhart Park,2020,7577
Broadway & Wilson Ave,2020,7562
Ogden Ave & Race Ave,2020,7562
Rush St & Hubbard St,2020,7534
Wells St & Walton St,2020,7470
Noble St & Milwaukee Ave,2020,7465
Cannon Dr & Fullerton Ave,2020,7461
Carpenter St & Huron St,2020,7455
Marshfield Ave & Cortland St,2020,7403
Jefferson St & Monroe St,2020,7386
Damen Ave & Division St,2020,7369
University Ave & 57th St,2020,7351
Clark St & Leland Ave,2020,7270
Southport Ave & Belmont Ave,2020,7241
Sheridan Rd & Buena Ave,2020,7205
Cornell Ave & Hyde Park Blvd,2020,7190
Broadway & Berwyn Ave,2020,7153
Calumet Ave & 18th St,2020,7148
Southport Ave & Wrightwood Ave,2020,7132
Morgan St & Polk St,2020,7045
Paulina Ave & North Ave,2020,7028
Western Ave & Winnebago Ave,2020,6929
May St & Taylor St,2020,6861
MLK Jr Dr & 29th St,2020,6821
Aberdeen St & Monroe St,2020,6817
Broadway & Argyle St,2020,6774
Fairbanks St & Superior St,2020,6762
Wacker Dr & Washington St,2020,6563
Paulina St & Flournoy St,2020,6551
Dearborn St & Adams St,2020,6529
Clinton St & Jackson Blvd,2020,6512
Damen Ave & Thomas St (Augusta Blvd),2020,6488
State St & Harrison St,2020,6475
Ada St & Washington Blvd,2020,6462
State St & Van Buren St,2020,6287
Ashland Ave & Chicago Ave,2020,6257
Broadway & Ridge Ave,2020,6197
Sangamon St & Washington Blvd,2020,6154
Aberdeen St & Randolph St,2020,6106
Clinton St & Roosevelt Rd,2020,6038
Clarendon Ave & Leland Ave,2020,6035
Ellis Ave & 60th St,2020,6016
Western Ave & Walton St,2020,5962
Orleans St & Hubbard St,2020,5910
Larrabee St & Oak St,2020,5736
Clybourn Ave & Division St,2020,5672
Southport Ave & Irving Park Rd,2020,5403
Racine Ave & Wrightwood Ave,2020,5402
Financial Pl & Ida B Wells Dr,2020,5389
Broadway & Thorndale Ave,2020,5379
Clark St & Bryn Mawr Ave,2020,5360
Halsted St & Polk St,2020,5297
Ashland Ave & Augusta Blvd,2020,5286
Lake Park Ave & 56th St,2020,5277
Southport Ave & Clybourn Ave,2020,5247
Delano Ct & Roosevelt Rd,2020,5227
Michigan Ave & Ida B Wells Dr,2020,5194
Clark St & 9th St (AMLI),2020,5174
Franklin St & Adams St (Temp),2020,5144
Wood St & Augusta Blvd,2020,5069
Canal St & Monroe St,2020,5037
Clark St & Ida B Wells Dr,2020,5025
Ellis Ave & 55th St,2020,4962
Sheridan Rd & Lawrence Ave,2020,4962
Western Ave & Leland Ave,2020,4957
State St & 33rd St,2020,4956
Ashland Ave & Wrightwood Ave,2020,4926
Larrabee St & North Ave,2020,4908
Clark St & Montrose Ave,2020,4777
Dearborn St & Van Buren St,2020,4725
Damen Ave & Leland Ave,2020,4720
Leavitt St & North Ave,2020,4689
Halsted St & Maxwell St,2020,4683
Lake Park Ave & 53rd St,2020,4664
Ashland Ave & Wellington Ave,2020,4662
Lincoln Ave & Belle Plaine Ave,2020,4653
Blackstone Ave & Hyde Park Blvd,2020,4639
Sheridan Rd & Loyola Ave,2020,4628
Logan Blvd & Elston Ave,2020,4618
900 W Harrison St,2020,4582
Lincoln Ave & Waveland Ave,2020,4568
Larrabee St & Menomonee St,2020,4513
Lincoln Ave & Sunnyside Ave,2020,4483
Campbell Ave & North Ave,2020,4472
Humboldt Blvd & Armitage Ave,2020,4455
Blue Island Ave & 18th St,2020,4383
Loomis St & Jackson Blvd,2020,4360
Racine Ave & 18th St,2020,4351
Canal St & Taylor St,2020,4328
Greenview Ave & Diversey Pkwy,2020,4326
Ashland Ave & Grace St,2020,4310
Leavitt St & Armitage Ave,2020,4295
Ravenswood Ave & Irving Park Rd,2020,4287
Wolcott (Ravenswood) Ave & Montrose Ave,2020,4268
Ellis Ave & 53rd St,2020,4265
Winthrop Ave & Lawrence Ave,2020,4243
Western Ave & Division St,2020,4238
Damen Ave & Charleston St,2020,4182
Kedzie Ave & Palmer Ct,2020,4166
Ashland Ave & Grand Ave,2020,4142
Ellis Ave & 58th St,2020,4138
Wentworth Ave & Cermak Rd,2020,4129
Seeley Ave & Roscoe St,2020,4039
Wood St & Taylor St,2020,3995
Leavitt St & Chicago Ave,2020,3991
California Ave & Cortez St,2020,3973
Lake Park Ave & 35th St,2020,3971
LaSalle St & Adams St,2020,3958
California Ave & Division St,2020,3949
Walsh Park,2020,3933
Throop (Loomis) St & Taylor St,2020,3909
Benson Ave & Church St,2020,3883
Hermitage Ave & Polk St,2020,3876
Damen Ave & Wellington Ave,2020,3868
Paulina St & 18th St,2020,3865
Elizabeth (May) St & Fulton St,2020,3853
Damen Ave & Clybourn Ave,2020,3817
California Ave & North Ave,2020,3795
Orleans St & Elm St,2020,3792
Woodlawn Ave & 55th St,2020,3788
HQ QR,2020,3766
Damen Ave & Foster Ave,2020,3749
Indiana Ave & 26th St,2020,3731
Sedgwick St & Schiller St,2020,3684
Glenwood Ave & Morse Ave,2020,3676
California Ave & Montrose Ave,2020,3635
Damen Ave & Grand Ave,2020,3600
Milwaukee Ave & Rockwell St,2020,3576
Canal St & Jackson Blvd,2020,3549
Morgan St & 18th St,2020,3420
Calumet Ave & 33rd St,2020,3385
Field Museum,2020,3384
Museum of Science and Industry,2020,3372
Racine Ave & Randolph St,2020,3360
California Ave & Altgeld St,2020,3329
Emerald Ave & 31st St,2020,3323
California Ave & Francis Pl (Temp),2020,3308
Stave St & Armitage Ave,2020,3292
Chicago Ave & Washington St,2020,3278
Campbell Ave & Fullerton Ave,2020,3259
Halsted St & Roosevelt Rd,2020,3248
Troy St & North Ave,2020,3241
Sheridan Rd & Columbia Ave,2020,3240
Ashland Ave & Lake St,2020,3187
Morgan Ave & 14th Pl,2020,3156
Rhodes Ave & 32nd St,2020,3144
Racine Ave & Congress Pkwy,2020,3081
Clinton St & Tilden St,2020,3079
Southport Ave & Clark St,2020,2975
Eastlake Ter & Rogers Ave,2020,2944
Albany Ave & Bloomingdale Ave,2020,2937
Wood St & Chicago Ave,2020,2924
Sheridan Rd & Greenleaf Ave,2020,2867
Indiana Ave & 31st St,2020,2865
Clark St & Elmdale Ave,2020,2858
WATSON TESTING - DIVVY,2020,2819
Damen Ave & Sunnyside Ave,2020,2793
Wood St & Hubbard St,2020,2782
Artesian Ave & Hubbard St,2020,2758
Sheridan Rd & Noyes St (NU),2020,2755
Washtenaw Ave & Lawrence Ave,2020,2751
Paulina St & Montrose Ave,2020,2734
State St & 19th St,2020,2707
Ashland Ave & Belle Plaine Ave,2020,2689
Winchester Ave & Elston Ave,2020,2684
Chicago Ave & Sheridan Rd,2020,2617
Burling St & Diversey Pkwy,2020,2613
Lincoln Ave & Addison St,2020,2613
Damen Ave & Melrose Ave,2020,2603
Spaulding Ave & Armitage Ave,2020,2590
Campbell Ave & Montrose Ave,2020,2555
Drake Ave & Fullerton Ave,2020,2526
Elston Ave & Wabansia Ave,2020,2521
Damen Ave & Cullerton St,2020,2515
Ravenswood Ave & Berteau Ave,2020,2491
Greenview Ave & Jarvis Ave,2020,2472
Western Ave & Roscoe St,2020,2462
63rd St Beach,2020,2440
Lake Park Ave & 47th St,2020,2440
Calumet Ave & 21st St,2020,2435
Halsted St & 18th St,2020,2420
Western Ave & Fillmore St,2020,2388
Clark St & Schreiber Ave,2020,2357
Ashland Ave & 13th St,2020,2352
Clinton St & 18th St,2020,2349
Rockwell St & Eastwood Ave,2020,2333
Western Ave & Congress Pkwy,2020,2329
Harper Ave & 59th St,2020,2328
State St & 35th St,2020,2326
Leavitt St & Lawrence Ave,2020,2299
Cottage Grove Ave & Oakwood Blvd,2020,2286
Wabash Ave & Cermak Rd,2020,2277
California Ave & Fletcher St,2020,2259
Chicago Ave & Dempster St,2020,2184
South Shore Dr & 71st St,2020,2177
Greenwood Ave & 47th St,2020,2170
Kosciuszko Park,2020,2163
University Library (NU),2020,2162
Emerald Ave & 28th St,2020,2133
Laflin St & Cullerton St,2020,2127
California Ave & Byron St,2020,2123
Lincoln Ave & Winona St,2020,2121
Francisco Ave & Foster Ave,2020,2093
Talman Ave & Addison St,2020,2092
Central Park Ave & Bloomingdale Ave,2020,2052
Canal St & Harrison St,2020,2031
Claremont Ave & Hirsch St,2020,2031
Shields Ave & 31st St,2020,1982
Racine Ave & Washington Blvd,2020,1979
MLK Jr Dr & Pershing Rd,2020,1965
Oakley Ave & Irving Park Rd,2020,1960
Morgan St & 31st St,2020,1955
McCormick Place,2020,1941
Richmond St & Diversey Ave,2020,1918
Spaulding Ave & Division St,2020,1910
Leavitt St & Belmont Ave,2020,1909
Western Ave & Monroe St,2020,1903
Ogden Ave & Roosevelt Rd,2020,1890
Troy St & Elston Ave,2020,1879
Woodlawn Ave & Lake Park Ave,2020,1872
Wells St & 19th St,2020,1862
Leavitt St & Division St,2020,1843
May St & Cullerton St,2020,1825
Western Ave & Lunt Ave,2020,1818
South Shore Dr & 67th St,2020,1769
Albany Ave & Montrose Ave,2020,1757
Manor Ave & Leland Ave,2020,1751
Clark St & Lunt Ave,2020,1723
Central Park Ave & Elbridge Ave,2020,1689
Kimball Ave & Belmont Ave,2020,1674
Damen Ave & Madison St,2020,1671
Leavitt St & Addison St,2020,1665
Cottage Grove Ave & 51st St,2020,1650
New St & Illinois St,2020,1609
Paulina St & Howard St,2020,1601
Ogden Ave & Congress Pkwy,2020,1550
Wood St & Taylor St (Temp),2020,1538
Racine Ave & 15th St,2020,1501
Halsted St & North Branch St,2020,1500
Avers Ave & Belmont Ave,2020,1490
Clark St & Columbia Ave,2020,1482
Calumet Ave & 35th St,2020,1439
Western Ave & 21st St,2020,1410
Glenwood Ave & Touhy Ave,2020,1404
Wentworth Ave & 24th St (Temp),2020,1403
Wallace St & 35th St,2020,1401
Winchester (Ravenswood) Ave & Balmoral Ave,2020,1389
Central St & Girard Ave,2020,1387
Kedzie Ave & Leland Ave,2020,1374
Central St Metra,2020,1370
Halsted St & Archer Ave,2020,1342
Cottage Grove Ave & 47th St,2020,1334
Christiana Ave & Lawrence Ave,2020,1315
Western Ave & Granville Ave,2020,1311
Halsted St & 35th St,2020,1292
Warren Park West,2020,1290
Throop St & Taylor St,2020,1251
Loomis St & Archer Ave,2020,1247
Cottage Grove Ave & 43rd St,2020,1230
Sawyer Ave & Irving Park Rd,2020,1211
Normal Ave & Archer Ave,2020,1197
Kedzie Ave & Foster Ave,2020,1194
Warren Park East,2020,1191
Monticello Ave & Irving Park Rd,2020,1188
Hoyne Ave & Balmoral Ave,2020,1167
Avondale Ave & Irving Park Rd,2020,1156
Dorchester Ave & 49th St,2020,1129
Central Park Ave & North Ave,2020,1118
Kedzie Ave & Chicago Ave,2020,1077
Clark St & Jarvis Ave,2020,1073
Prairie Ave & 43rd St,2020,1053
Racine Ave & 13th St,2020,1053
Shields Ave & 28th Pl,2020,1049
Valli Produce - Evanston Plaza,2020,1045
Halsted St & 21st St,2020,1044
Smith Park,2020,1043
Kedzie Ave & Bryn Mawr Ave,2020,1030
Damen Ave & Walnut (Lake) St,2020,1028
MLK Jr Dr & 47th St,2020,1024
California Ave & 23rd Pl,2020,988
Evanston Civic Center,2020,973
Drake Ave & Montrose Ave,2020,969
St. Louis Ave & Balmoral Ave,2020,963
Budlong Woods Library,2020,933
Keystone Ave & Fullerton Ave,2020,922
Washtenaw Ave & Ogden Ave,2020,917
Dorchester Ave & 63rd St,2020,885
Malcolm X College,2020,884
Keystone Ave & Montrose Ave,2020,880
Jeffery Blvd & 67th St,2020,874
California Ave & 21st St,2020,868
Wentworth Ave & 33rd St,2020,866
Calumet Ave & 51st St,2020,846
Racine Ave & 35th St,2020,840
Cherry Ave & Blackhawk St,2020,827
Clinton St & Polk St,2020,818
South Shore Dr & 74th St,2020,818
2112 W Peterson Ave,2020,817
Milwaukee Ave & Cuyler Ave,2020,803
Dodge Ave & Church St,2020,795
Kedzie Ave & Lake St,2020,786
DuSable Museum,2020,779
Elmwood Ave & Austin St,2020,778
Pulaski Rd & Eddy St (Temp),2020,774
Clark St & Touhy Ave,2020,772
Dodge Ave & Mulford St,2020,761
Western Ave & 24th St,2020,757
Damen Ave & Coulter St,2020,752
State St & 29th St,2020,750
Wood St & 35th St,2020,724
Lincolnwood Dr & Central St,2020,716
Conservatory Dr & Lake St,2020,715
Western Ave & Howard St,2020,707
Ashland Ave & Archer Ave,2020,690
Bernard St & Elston Ave,2020,688
Archer (Damen) Ave & 37th St,2020,687
Jeffery Blvd & 71st St,2020,676
California Ave & Lake St,2020,671
Halsted St & 37th St,2020,670
Wentworth Ave & Cermak Rd (Temp),2020,670
Drake Ave & Addison St,2020,668
Wentworth Ave & 35th St,2020,663
Kildare Ave & Montrose Ave,2020,653
Maplewood Ave & Peterson Ave,2020,652
Oakley Ave & Touhy Ave,2020,652
Wood St & Chicago Ave (*),2020,648
Leavitt St & Archer Ave,2020,647
Prairie Ave & Garfield Blvd,2020,613
Damen Ave & Pershing Rd,2020,611
Racine Ave & Washington Blvd (*),2020,609
Kilbourn Ave & Milwaukee Ave,2020,595
Indiana Ave & 40th St,2020,590
Stony Island Ave & 67th St,2020,562
Bosworth Ave & Howard St,2020,550
Union Ave & Root St,2020,546
Ridge Blvd & Howard St,2020,538
Cottage Grove Ave & 63rd St,2020,534
Halsted St & 47th Pl,2020,525
Ridge Blvd & Touhy Ave,2020,523
Knox Ave & Montrose Ave,2020,507
Kilbourn Ave & Irving Park Rd,2020,493
Cornell Dr & Hayes Dr,2020,491
Austin Blvd & Lake St,2020,486
Eberhart Ave & 61st St,2020,465
Sacramento Blvd & Franklin Blvd,2020,460
Stony Island Ave & 71st St,2020,451
Central Ave & Chicago Ave,2020,442
W Oakdale Ave & N Broadway,2020,442
Fairfield Ave & Roosevelt Rd,2020,440
Stony Island Ave & 64th St,2020,432
Central Park Ave & Ogden Ave,2020,420
State St & Pershing Rd,2020,420
MLK Jr Dr & 56th St,2020,419
Leavitt St & Division St (*),2020,414
Rainbow Beach,2020,404
Wolcott Ave & Fargo Ave,2020,401
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),2020,395
Austin Blvd & Madison St,2020,388
St. Louis Ave & Fullerton Ave,2020,378
Millard Ave & 26th St,2020,374
Western Ave & Fillmore St (*),2020,365
Princeton Ave & 47th St,2020,354
Kedzie Ave & 21st St,2020,341
Albany Ave & 26th St,2020,329
Western Ave & 28th St,2020,328
Stony Island Ave & 75th St,2020,316
Leavitt St & Belmont Ave (*),2020,301
Western Blvd & 48th Pl,2020,299
Ashland Ave & Pershing Rd,2020,292
Princeton Ave & Garfield Blvd,2020,291
Cottage Grove Ave & 67th St,2020,289
Racine Ave & Garfield Blvd,2020,288
Austin Blvd & Chicago Ave,2020,287
MLK Jr Dr & 63rd St,2020,285
Ashland Ave & McDowell Ave,2020,281
Halsted St & 63rd St,2020,278
Phillips Ave & 79th St,2020,278
Central Ave & Madison St,2020,276
Yates Blvd & 75th St,2020,266
Kedzie Ave & Roosevelt Rd,2020,263
State St & 79th St,2020,259
Jeffery Blvd & 76th St,2020,249
Kedzie Ave & 24th St,2020,246
Wabash Ave & 87th St,2020,243
Commercial Ave & 83rd St,2020,242
Cottage Grove Ave & 83rd St,2020,242
Cottage Grove Ave & 78th St,2020,240
Hoyne Ave & 47th St,2020,240
Laramie Ave & Madison St,2020,228
Central Park Blvd & 5th Ave,2020,220
Stony Island Ave & 82nd St,2020,214
Central Ave & Harrison St,2020,202
Central Ave & Lake St,2020,199
Phillips Ave & 83rd St,2020,194
Kedzie Ave & Harrison St,2020,191
Kostner Ave & Adams St,2020,188
Cicero Ave & Quincy St,2020,186
State St & 54th St,2020,186
Central Park Ave & 24th St,2020,184
Vernon Ave & 75th St,2020,183
Greenwood Ave & 79th St,2020,181
Ashland Ave & Garfield Blvd,2020,176
Damen Ave & Walnut (Lake) St (*),2020,176
Wentworth Ave & 63rd St,2020,176
Pulaski Rd & Lake St,2020,175
California Ave & 26th St,2020,174
Exchange Ave & 79th St,2020,173
Stony Island Ave & South Chicago Ave,2020,171
Perry Ave & 69th St,2020,165
Marshfield Ave & 44th St,2020,163
Calumet Ave & 71st St,2020,158
Prospect Sq & 91st St,2020,156
Pulaski Rd & Congress Pkwy,2020,151
Wabash Ave & 83rd St,2020,143
Karlov Ave & Madison St,2020,141
Ellis Ave & 83rd St,2020,139
Morgan St & Pershing Rd,2020,136
Evans Ave & 75th St,2020,135
Damen Ave & 59th St,2020,133
Eggleston Ave & 69th St,2020,132
Smith Park (*),2020,125
Ashland Ave & 50th St,2020,122
MLK Jr Dr & 83rd St,2020,122
Seeley Ave & Garfield Blvd,2020,121
Vernon Ave & 79th St,2020,119
W Armitage Ave & N Sheffield Ave,2020,119
Latrobe Ave & Chicago Ave,2020,118
Cicero Ave & Lake St,2020,117
Elizabeth St & 92nd St,2020,114
Big Marsh Park,2020,105
Halsted St & 51st St,2020,105
Loomis Blvd & 84th St,2020,102
Ashland Ave & 78th St,2020,101
Bennett Ave & 79th St,2020,100
Elizabeth St & 47th St,2020,99
Eberhart Ave & 91st St,2020,98
Ashland Ave & 63rd St,2020,96
Cottage Grove Ave & 71st St,2020,92
Halsted St & 59th St,2020,91
Halsted St & 69th St,2020,91
Kenton Ave & Madison St,2020,89
Michigan Ave & 71st St,2020,89
State St & 95th St,2020,89
Greenwood Ave & 97th St,2020,88
Throop St & 52nd St,2020,87
Baltimore Ave & 87th St,2020,85
Halsted St & 56th St,2020,84
South Chicago Ave & 83rd St,2020,84
Laramie Ave & Kinzie St,2020,80
Damen Ave & 51st St,2020,78
Indiana Ave & 103rd St,2020,78
State St & 76th St,2020,76
Woodlawn Ave & 75th St,2020,76
Laramie Ave & Gladys Ave,2020,75
Racine Ave & 65th St,2020,69
Vincennes Ave & 75th St,2020,69
Houston Ave & 92nd St,2020,66
Stewart Ave & 63rd St,2020,65
Cicero Ave & Flournoy St,2020,62
Stewart Ave & 83rd St,2020,61
Ashland Ave & 69th St,2020,59
Eggleston Ave & 92nd St,2020,59
Ashland Ave & 66th St,2020,58
East End Ave & 87th St,2020,56
May St & 69th St,2020,54
Oglesby Ave & 100th St,2020,54
Rhodes Ave & 71st St,2020,51
Kostner Ave & Lake St,2020,50
Halsted St & 78th St,2020,45
Halsted St & 96th St,2020,45
Summit Ave & 86th St,2020,43
Major Taylor Trail & 115th St,2020,41
Dauphin Ave & 87th St,2020,40
Shields Ave & 43rd St,2020,40
Marshfield Ave & 59th St,2020,39
Vernon Ave & 107th St,2020,39
Halsted St & 73rd St,2020,38
Burnham Greenway & 105th St,2020,35
Walden Pkwy & 100th St,2020,34
Cottage Grove Ave & 111th Pl,2020,32
Elizabeth St & 59th St,2020,31
Racine Ave & 61st St,2020,31
Bradley Park,2020,30
Marquette Ave & 89th St,2020,29
Stony Island Ave & 90th St,2020,29
Greenwood Ave & 91st St,2020,28
Avenue O & 134th St,2020,27
South Chicago Ave & Elliot Ave,2020,27
Carpenter St & 63rd St,2020,26
Clyde Ave & 87th St,2020,26
Halsted St & 104th St,2020,25
Dauphin Ave & 103rd St,2020,24
Constance Ave & 95th St,2020,22
Halsted St & 111th St,2020,22
State St & 123rd St,2020,22
Ewing Ave & Burnham Greenway,2020,20
