end_station_name,year,number_of_rides
Sheffield Ave & Willow St,2022,10748
Honore St & Division St,2022,10712
Desplaines St & Jackson Blvd,2022,10654
Clark St & Berwyn Ave,2022,10633
Damen Ave & Chicago Ave,2022,10588
Green St & Randolph St*,2022,10577
Aberdeen St & Randolph St,2022,10545
Dayton St & North Ave,2022,10543
Cityfront Plaza Dr & Pioneer Ct,2022,10481
Larrabee St & Division St,2022,10423
Clark St & Chicago Ave,2022,10322
Southport Ave & Clybourn Ave,2022,10242
Desplaines St & Randolph St,2022,10225
Halsted St & Maxwell St,2022,10186
Burnham Harbor,2022,10149
Canal St & Jackson Blvd,2022,10136
Wentworth Ave & Cermak Rd,2022,10119
Stetson Ave & South Water St,2022,10116
Michigan Ave & Pearson St,2022,9987
Clifton Ave & Armitage Ave,2022,9941
Sedgwick St & Huron St,2022,9894
Michigan Ave & Madison St,2022,9861
Morgan St & Lake St,2022,9712
Wolcott Ave & Polk St,2022,9698
Wabash Ave & Adams St,2022,9501
Aberdeen St & Monroe St,2022,9466
Wells St & Polk St,2022,9406
Ellis Ave & 58th St,2022,9389
Rush St & Hubbard St,2022,9217
Ogden Ave & Race Ave,2022,9187
Franklin St & Adams St (Temp),2022,9108
Michigan Ave & 18th St,2022,9083
Western Ave & Winnebago Ave,2022,9077
Ashland Ave & Blackhawk St,2022,9048
Carpenter St & Huron St,2022,8960
Damen Ave & Division St,2022,8805
Dearborn St & Adams St,2022,8787
Sangamon St & Washington Blvd,2022,8627
Wells St & Walton St,2022,8623
Clark St & Leland Ave,2022,8614
Calumet Ave & 18th St,2022,8568
Broadway & Wilson - Truman College Vaccination Site,2022,8562
State St & Van Buren St,2022,8552
Paulina St & Flournoy St,2022,8513
Sheridan Rd & Buena Ave,2022,8509
Wacker Dr & Washington St,2022,8476
Eckhart Park,2022,8413
LaSalle St & Washington St,2022,8363
Clinton St & Roosevelt Rd,2022,8313
Lakefront Trail & Wilson Ave,2022,8312
Larrabee St & Armitage Ave,2022,8311
Fort Dearborn Dr & 31st St,2022,8295
Sangamon St & Lake St,2022,8285
Elston Ave & Cortland St,2022,8265
Orleans St & Chestnut St (NEXT Apts),2022,8161
Orleans St & Hubbard St,2022,8050
Paulina Ave & North Ave,2022,8024
Broadway & Argyle St,2022,8020
MLK Jr Dr & 29th St,2022,8018
Clark St & Bryn Mawr Ave,2022,7940
Jefferson St & Monroe St,2022,7880
Halsted St & Roosevelt Rd,2022,7817
Ada St & Washington Blvd,2022,7688
Broadway & Berwyn Ave,2022,7679
Wabash Ave & 16th St,2022,7642
Fairbanks St & Superior St,2022,7637
Noble St & Milwaukee Ave,2022,7616
Woodlawn Ave & 55th St,2022,7531
Southport Ave & Irving Park Rd,2022,7390
Racine Ave & Wrightwood Ave,2022,7379
Throop St & Taylor St,2022,7298
Field Museum,2022,7279
Calumet Ave & 33rd St,2022,7265
Michigan Ave & Ida B Wells Dr,2022,7251
Western Ave & Leland Ave,2022,7176
Larrabee St & Oak St,2022,7162
Lincoln Ave & Roscoe St*,2022,7153
Walsh Park,2022,7108
Cornell Ave & Hyde Park Blvd,2022,7046
Broadway & Thorndale Ave,2022,6994
Clybourn Ave & Division St,2022,6993
Lake Park Ave & 56th St,2022,6979
Marine Dr & Ainslie St,2022,6972
Western Ave & Walton St,2022,6907
Broadway & Granville Ave,2022,6897
State St & Pearson St,2022,6843
Financial Pl & Ida B Wells Dr,2022,6839
Wood St & Chicago Ave,2022,6822
Delano Ct & Roosevelt Rd,2022,6821
Clarendon Ave & Leland Ave,2022,6791
Racine Ave & 18th St,2022,6721
Racine Ave & Congress Pkwy,2022,6697
State St & Harrison St,2022,6658
Broadway & Ridge Ave,2022,6654
Canal St & Taylor St,2022,6653
Lake Park Ave & 53rd St,2022,6596
Ashland Ave & Grace St,2022,6512
Bissell St & Armitage Ave,2022,6495
Damen Ave & Thomas St (Augusta Blvd),2022,6469
Larrabee St & North Ave,2022,6380
Greenview Ave & Diversey Pkwy,2022,6369
Ashland Ave & Wellington Ave,2022,6361
Ashland Ave & Augusta Blvd,2022,6349
Cannon Dr & Fullerton Ave,2022,6331
Emerald Ave & 31st St,2022,6256
Buckingham Fountain,2022,6213
Sheridan Rd & Lawrence Ave,2022,6209
Dearborn St & Van Buren St,2022,6203
Ashland Ave & Wrightwood Ave,2022,6200
California Ave & Cortez St,2022,6123
Wood St & Taylor St (Temp),2022,6085
Winthrop Ave & Lawrence Ave,2022,6027
Leavitt St & North Ave,2022,5926
Ashland Ave & Chicago Ave,2022,5905
Loomis St & Jackson Blvd,2022,5888
Seeley Ave & Roscoe St,2022,5850
Blue Island Ave & 18th St,2022,5830
Clark St & Montrose Ave,2022,5811
Logan Blvd & Elston Ave,2022,5792
McCormick Place,2022,5711
Campbell Ave & North Ave,2022,5657
Clark St & Ida B Wells Dr,2022,5644
Damen Ave & Charleston St,2022,5633
Ashland Ave & Grand Ave,2022,5627
Morgan St & Lake St*,2022,5578
Lincoln Ave & Belle Plaine Ave,2022,5565
Morgan St & 18th St,2022,5559
Lincoln Ave & Belmont Ave (Temp),2022,5554
N Green St & W Lake St,2022,5491
Western Ave & Fillmore St,2022,5482
Lincoln Ave & Sunnyside Ave,2022,5403
Ravenswood Ave & Irving Park Rd,2022,5357
Larrabee St & Menomonee St,2022,5341
Hermitage Ave & Polk St,2022,5286
Racine Ave & Randolph St,2022,5285
Ellis Ave & 53rd St,2022,5239
Damen Ave & Grand Ave,2022,5227
Wood St & Augusta Blvd,2022,5174
Sheridan Rd & Noyes St (NU),2022,5159
Clark St & 9th St (AMLI),2022,5060
Leavitt St & Armitage Ave,2022,5047
Racine Ave & Washington Blvd,2022,4999
Wolcott (Ravenswood) Ave & Montrose Ave,2022,4989
Harper Ave & 59th St,2022,4953
State St & 35th St,2022,4847
Spaulding Ave & Armitage Ave,2022,4775
Benson Ave & Church St,2022,4774
Damen Ave & Leland Ave,2022,4755
Orleans St & Elm St,2022,4743
Leavitt St & Chicago Ave,2022,4731
Damen Ave & Wellington Ave,2022,4694
Paulina St & 18th St,2022,4692
Humboldt Blvd & Armitage Ave,2022,4665
Elizabeth (May) St & Fulton St,2022,4650
Morgan Ave & 14th Pl,2022,4636
LaSalle St & Adams St,2022,4621
Ashland Ave & Lake St,2022,4581
Rhodes Ave & 32nd St,2022,4572
Green St & Randolph St,2022,4537
Western Ave & Division St,2022,4536
Damen Ave & Clybourn Ave,2022,4507
Chicago Ave & Sheridan Rd,2022,4464
California Ave & North Ave,2022,4437
Lincoln Ave & Waveland Ave,2022,4410
California Ave & Division St,2022,4369
Sheridan Rd & Loyola Ave,2022,4329
Leavitt St & Belmont Ave,2022,4250
Glenwood Ave & Morse Ave,2022,4227
Museum of Science and Industry,2022,4221
Damen Ave & Foster Ave,2022,4211
Milwaukee Ave & Rockwell St,2022,4175
California Ave & Francis Pl (Temp),2022,4150
Albany Ave & Bloomingdale Ave,2022,4145
Sedgwick St & Schiller St,2022,4123
Calumet Ave & 21st St,2022,4119
Stave St & Armitage Ave,2022,4095
Blackstone Ave & Hyde Park Blvd,2022,4025
Wood St & Hubbard St,2022,4006
Clinton St & Tilden St,2022,3981
Shields Ave & 31st St,2022,3971
Leavitt St & Division St,2022,3876
Kedzie Ave & Palmer Ct,2022,3854
Ravenswood Ave & Berteau Ave,2022,3774
Damen Ave & Melrose Ave,2022,3699
California Ave & Fletcher St,2022,3697
Western Ave & Congress Pkwy,2022,3691
Indiana Ave & 31st St,2022,3656
Green St & Washington Blvd,2022,3625
Winchester Ave & Elston Ave,2022,3595
Wabash Ave & Cermak Rd,2022,3593
California Ave & Altgeld St,2022,3557
Paulina St & Montrose Ave,2022,3557
Halsted St & 18th St,2022,3540
Ashland Ave & 13th St,2022,3477
Lincoln Ave & Addison St,2022,3441
Racine Ave & Fullerton Ave (Temp),2022,3390
Damen Ave & Sunnyside Ave,2022,3375
Morgan St & 31st St,2022,3357
Western Ave & Roscoe St,2022,3351
Elston Ave & Wabansia Ave,2022,3348
Lincoln Ave & Roscoe St,2022,3296
Sheridan Rd & Columbia Ave,2022,3269
Clark St & Elmdale Ave,2022,3261
St. Louis Ave & Fullerton Ave,2022,3253
Talman Ave & Addison St,2022,3162
Central Park Ave & Bloomingdale Ave,2022,3147
Campbell Ave & Fullerton Ave,2022,3143
Greenview Ave & Jarvis Ave,2022,3129
California Ave & Montrose Ave,2022,3124
Sheridan Rd & Argyle St,2022,3103
Ashland Ave & Belle Plaine Ave,2022,3086
Ogden Ave & Congress Pkwy,2022,3081
Rockwell St & Eastwood Ave,2022,3067
Clinton St & 18th St,2022,3065
Damen Ave & Walnut (Lake) St,2022,3065
Damen Ave & Cullerton St,2022,3041
Clark St & Schreiber Ave,2022,3033
Leavitt St & Addison St,2022,2961
Racine Ave & 15th St,2022,2961
Wentworth Ave & 33rd St,2022,2959
Laflin St & Cullerton St,2022,2957
Troy St & North Ave,2022,2936
Chicago Ave & Washington St,2022,2889
Richmond St & Diversey Ave,2022,2868
Lincoln Ave & Belmont Ave,2022,2863
University Library (NU),2022,2856
Campbell Ave & Montrose Ave,2022,2819
Southport Ave & Clark St,2022,2811
Damen Ave & Madison St,2022,2787
Clark St & Lunt Ave,2022,2760
Washtenaw Ave & Lawrence Ave,2022,2730
Artesian Ave & Hubbard St,2022,2724
Shields Ave & 28th Pl,2022,2673
Emerald Ave & 28th St,2022,2671
Claremont Ave & Hirsch St,2022,2662
May St & Cullerton St,2022,2659
State St & 19th St,2022,2643
Hampden Ct & Diversey Ave,2022,2619
Central Park Ave & Elbridge Ave,2022,2600
Kosciuszko Park,2022,2578
Oakley Ave & Irving Park Rd,2022,2562
Leavitt St & Lawrence Ave,2022,2559
Halsted St & 35th St,2022,2496
Lake Park Ave & 35th St,2022,2496
Canal St & Harrison St,2022,2487
Lincoln Ave & Winona St,2022,2479
Indiana Ave & 26th St,2022,2406
Lake Park Ave & 47th St,2022,2378
Troy St & Elston Ave,2022,2368
Calumet Ave & 35th St,2022,2345
Paulina St & Howard St,2022,2333
California Ave & Byron St,2022,2324
Halsted St & Archer Ave,2022,2324
Wentworth Ave & 24th St (Temp),2022,2324
Spaulding Ave & Division St,2022,2310
Wells St & 19th St,2022,2298
Francisco Ave & Foster Ave,2022,2246
Winchester (Ravenswood) Ave & Balmoral Ave,2022,2224
Wilton Ave & Diversey Pkwy*,2022,2223
Buckingham Fountain (Temp),2022,2191
Milwaukee Ave & Fullerton Ave,2022,2186
Hoyne Ave & Balmoral Ave,2022,2178
Clark St & Columbia Ave,2022,2140
W Oakdale Ave & N Broadway,2022,2131
Avers Ave & Belmont Ave,2022,2124
Western Ave & Monroe St,2022,2121
Cherry Ave & Blackhawk St,2022,2104
Damen Ave & Wabansia Ave,2022,2046
Halsted St & 21st St,2022,1985
Kimball Ave & Belmont Ave,2022,1974
Smith Park,2022,1974
Broadway & Wilson Ave,2022,1967
Sheridan Rd & Greenleaf Ave,2022,1956
Albany Ave & Montrose Ave,2022,1949
Glenwood Ave & Touhy Ave,2022,1930
Christiana Ave & Lawrence Ave,2022,1901
Greenwood Ave & 47th St,2022,1817
Manor Ave & Leland Ave,2022,1782
Ogden Ave & Roosevelt Rd,2022,1772
N Carpenter St & W Lake St,2022,1765
Wallace St & 35th St,2022,1760
Eastlake Ter & Rogers Ave,2022,1721
Wentworth Ave & 35th St,2022,1692
Halsted St & North Branch St,2022,1691
W Armitage Ave & N Sheffield Ave,2022,1678
Bernard St & Elston Ave,2022,1665
Kedzie Ave & Leland Ave,2022,1640
Avondale Ave & Irving Park Rd,2022,1519
Western Ave & Lunt Ave,2022,1476
Western Ave & 21st St,2022,1408
Loomis St & Archer Ave,2022,1395
Monticello Ave & Irving Park Rd,2022,1385
Cottage Grove Ave & 47th St,2022,1384
Cottage Grove Ave & 51st St,2022,1373
Drake Ave & Montrose Ave,2022,1365
South Shore Dr & 71st St,2022,1362
Malcolm X College Vaccination Site,2022,1339
Central Park Ave & North Ave,2022,1334
Elizabeth St & Fulton St,2022,1301
Western Ave & Granville Ave,2022,1293
Woodlawn Ave & Lake Park Ave,2022,1268
Cottage Grove Ave & 43rd St,2022,1200
Rockwell St & Fletcher St,2022,1192
Drake Ave & Addison St,2022,1191
Prairie Ave & Garfield Blvd,2022,1189
State St & 29th St,2022,1176
California Ave & 21st St,2022,1160
Cottage Grove Ave & 63rd St,2022,1159
Keystone Ave & Fullerton Ave,2022,1158
Racine Ave & 35th St,2022,1156
Ashland Ave & Archer Ave,2022,1154
Warren Park West,2022,1145
MLK Jr Dr & Pershing Rd,2022,1130
Central St & Girard Ave,2022,1125
Central St Metra,2022,1122
Clinton St & Polk St,2022,1119
Normal Ave & Archer Ave,2022,1114
Kedzie Ave & Foster Ave,2022,1113
Evanston Civic Center,2022,1105
Cottage Grove Ave & Oakwood Blvd,2022,1093
N Sheffield Ave & W Wellington Ave,2022,1088
Elmwood Ave & Austin St,2022,1073
South Shore Dr & 67th St,2022,1052
Western Ave & Howard St,2022,1051
Elston Ave & George St,2022,1049
Wood St & Webster Ave,2022,1036
DuSable Museum,2022,1028
Sawyer Ave & Irving Park Rd,2022,1027
Kedzie Ave & Bryn Mawr Ave,2022,1005
Keystone Ave & Montrose Ave,2022,987
Warren Park East,2022,982
Clark St & Jarvis Ave,2022,968
Budlong Woods Library,2022,966
Knox Ave & Montrose Ave,2022,940
Western Ave & 24th St,2022,925
Kedzie Ave & Chicago Ave,2022,924
Clark St & Touhy Ave,2022,915
2112 W Peterson Ave,2022,905
Racine Ave & 13th St,2022,903
Dorchester Ave & 49th St,2022,902
Dodge Ave & Church St,2022,888
Washtenaw Ave & Ogden Ave,2022,885
63rd St Beach,2022,857
Francisco Ave & Montrose Ave,2022,839
Calumet Ave & 51st St,2022,836
Wood St & 35th St,2022,815
Bosworth Ave & Howard St,2022,792
St. Louis Ave & Balmoral Ave,2022,792
Prairie Ave & 43rd St,2022,785
Western Ave & Grace St,2022,780
Leavitt St & Archer Ave,2022,764
Conservatory Dr & Lake St,2022,756
Kildare Ave & Montrose Ave,2022,756
Damen Ave & Coulter St,2022,737
Valli Produce - Evanston Plaza,2022,735
Maplewood Ave & Peterson Ave,2022,726
California Ave & Lake St,2022,719
Dorchester Ave & 63rd St,2022,717
N Southport Ave & W Newport Ave,2022,706
Milwaukee Ave & Cuyler Ave,2022,703
Ridge Blvd & Touhy Ave,2022,696
Ridge Blvd & Howard St,2022,692
Kedzie Ave & Lake St,2022,684
Troy St & Grace St,2022,673
Central Park Ave & Ogden Ave,2022,654
Pulaski Rd & Eddy St (Temp),2022,634
Lincolnwood Dr & Central St,2022,608
Kedzie Ave & George St,2022,604
Oakley Ave & Touhy Ave,2022,604
N Shore Channel Trail & Argyle St,2022,592
Long & Irving Park,2022,580
California Ave & 23rd Pl,2022,575
Princeton Ave & 47th St,2022,569
Pulaski Rd & 51st St,2022,568
Narragansett & Wrightwood,2022,551
N Paulina St & Lincoln Ave,2022,542
Rockwell St & Cermak Rd,2022,541
Kedzie Ave & 48th Pl,2022,532
Halsted St & 37th St,2022,529
Lincoln Ave & Balmoral Ave,2022,527
Loomis St & Lexington St*,2022,526
MLK Jr Dr & 47th St,2022,526
Dodge Ave & Main St,2022,520
Sacramento Blvd & Addison St,2022,514
Western Ave & Gunnison St,2022,514
Jeffery Blvd & 71st St,2022,510
Burnham Greenway & 112th St,2022,502
Fairfield Ave & Roosevelt Rd,2022,494
Francisco Ave & Bloomingdale Ave,2022,491
State St & 95th St,2022,491
Jeffery Blvd & 67th St,2022,490
Archer (Damen) Ave & 37th St,2022,486
Green St & Madison Ave*,2022,477
South Shore Dr & 74th St,2022,474
Elston Ave & Henderson St,2022,473
Eberhart Ave & 61st St,2022,466
Halsted St & 47th Pl,2022,451
Kedzie Ave & 21st St,2022,449
Washtenaw Ave & Polk St,2022,446
Dodge Ave & Mulford St,2022,442
Millard Ave & 26th St,2022,437
Ashland Ave & McDowell Ave,2022,432
Austin Blvd & Lake St,2022,430
Damen Ave & Pershing Rd,2022,430
Central Ave & Chicago Ave,2022,425
Wolcott Ave & Fargo Ave,2022,423
State St & 79th St,2022,422
Western Ave & Berteau Ave,2022,418
Union Ave & Root St,2022,416
MLK Jr Dr & 63rd St,2022,411
W Washington Blvd & N Peoria St,2022,408
Kilbourn Ave & Irving Park Rd,2022,407
Stony Island Ave & 67th St,2022,404
Harlem & Irving Park,2022,401
Sacramento Blvd & Franklin Blvd,2022,400
Malcolm X College,2022,391
Stony Island Ave & 64th St,2022,388
California Ave & Winona St,2022,385
Whipple/Irving Park,2022,381
Lincoln Ave & Peterson Ave,2022,374
Kilbourn Ave & Milwaukee Ave,2022,372
California Ave & 26th St,2022,369
Public Rack - Milwaukee Ave & Diversey Ave,2022,369
Cottage Grove Ave & 83rd St,2022,362
Kilpatrick Ave & Parker Ave,2022,362
Wabash Ave & 87th St,2022,359
Central Park Ave & 24th St,2022,355
Narragansett & Irving Park,2022,354
Albany Ave & Belmont Ave,2022,353
Hoyne Ave & 47th St,2022,350
Halsted St & 51st St,2022,343
Lamon Ave & Belmont Ave,2022,339
Stony Island Ave & 71st St,2022,338
Chicago State University,2022,335
Lockwood Ave & Wrightwood Ave,2022,334
Albany Ave & 26th St,2022,327
Wells St & Institute Pl,2022,327
Stony Island Ave & 75th St,2022,324
Campbell Ave & Irving Park Rd,2022,322
Cottage Grove Ave & 67th St,2022,322
Kedzie Ave & Roosevelt Rd,2022,320
Princeton Ave & Garfield Blvd,2022,318
Wentworth Ave & 63rd St,2022,315
Kilbourn & Roscoe,2022,313
Western Blvd & 48th Pl,2022,312
Marshfield Ave & 44th St,2022,311
Komensky Ave & 31st St,2022,309
Indiana Ave & 40th St,2022,306
Phillips Ave & 79th St,2022,295
Calumet Park,2022,279
MTV Hubbard St,2022,278
Kedzie Ave & 57th St,2022,275
Lawler Ave & 50th St,2022,274
Kenosha & Wellington,2022,270
MLK Jr Dr & 56th St,2022,265
Shields Ave & 43rd St,2022,265
Kedzie Ave & 24th St,2022,264
Lavergne & Fullerton,2022,258
Public Rack - California Ave & Cortez St,2022,258
Yates Blvd & 75th St,2022,258
Perry Ave & 69th St,2022,249
Austin Blvd & Chicago Ave,2022,243
Rockwell St & Archer Ave,2022,242
Burnham Greenway & 105th St,2022,240
Sayre & Diversey,2022,240
Kostner Ave & Adams St,2022,238
Public Rack - Hamlin Ave & Fullerton Ave,2022,235
Eastlake Ter & Howard St,2022,233
Austin Blvd & Madison St,2022,230
Public Rack - Lawndale Ave & Diversey Ave,2022,230
Halsted St & 96th St,2022,228
Pulaski Rd & 21st St,2022,228
Western Ave & 111th St,2022,226
Big Marsh Park,2022,221
Damen Ave & 59th St,2022,221
Exchange Ave & 79th St,2022,221
Rainbow Beach,2022,220
Ping Tom Park (East),2022,219
Central Ave & Roscoe St,2022,216
Ashland Ave & Pershing Rd,2022,215
N Damen Ave & W Chicago Ave,2022,212
Maryland Ave & 104th St,2022,211
Commercial Ave & 130th St,2022,209
Kostner Ave & Wrightwood Ave,2022,208
Western Ave & 104th St,2022,204
State St & Pershing Rd,2022,203
Cottage Grove Ave & 71st St,2022,202
Public Rack - Christiana Ave & Belmont Ave,2022,202
Morgan St & Pershing Rd,2022,200
Racine Ave & Garfield Blvd,2022,200
Halsted & 63rd - Kennedy-King Vaccination Site,2022,199
Walden Pkwy & 100th St,2022,199
Public Rack - Spaulding Ave & North Ave,2022,191
Central Ave & Madison St,2022,189
Long Ave & Belden Ave,2022,189
May St & 69th St,2022,188
Vernon Ave & 79th St,2022,188
Cornell Dr & Hayes Dr,2022,187
N Clark St & W Elm St,2022,187
Campbell Ave & Montrose Ave (Temp),2022,186
Elizabeth St & 92nd St,2022,184
Prospect Sq & 91st St,2022,184
Western & 28th - Velasquez Institute Vaccination Site,2022,184
Central Ave & Lake St,2022,182
Hale Ave & 107th St,2022,182
Homewood Ave & 115th St,2022,182
Kedzie Ave & Harrison St,2022,182
Lawndale Ave & 30th St,2022,182
Orange & Addison,2022,182
Long Ave & Belmont Ave,2022,181
Latrobe Ave & Chicago Ave,2022,179
Kostner Ave & Armitage Ave,2022,178
Mulligan Ave & Wellington Ave,2022,177
Public Rack - Washtenaw Ave & Devon Ave,2022,177
Commercial Ave & 83rd St,2022,176
Fullerton & Monitor,2022,175
Sacramento Ave & Pershing Rd,2022,175
Halsted St & 78th St,2022,174
Jeffery Blvd & 76th St,2022,174
Kilpatrick Ave & Grand Ave,2022,174
Meade Ave & Diversey Ave,2022,173
Laramie Ave & Madison St,2022,170
Stewart Ave & 63rd St,2022,169
Lawndale Ave & 111th St,2022,168
Central Ave & Parker Ave,2022,167
Harding Ave & 26th St,2022,167
Baltimore Ave & 87th St,2022,164
Western Ave & Ardmore Ave,2022,162
Komensky Ave & 55th St,2022,160
St Louis Ave & 59th St,2022,160
Virginia Ave & Catalpa Ave,2022,160
Evans Ave & 75th St,2022,158
Houston Ave & 92nd St,2022,158
Public Rack - Spaulding Ave & Evergreen Ave,2022,158
Stony Island Ave & 82nd St,2022,158
Base - 2132 W Hubbard,2022,157
Ashland Ave & 50th St,2022,155
Dauphin Ave & 103rd St,2022,155
Narragansett Ave & School St,2022,154
Public Rack - Cicero Ave & Wrightwood Ave,2022,152
Vernon Ave & 75th St,2022,152
MLK Jr Dr & 83rd St,2022,151
Kilbourn & Belden,2022,150
Francisco Ave & 47th St,2022,149
State St & 54th St,2022,149
Washtenaw Ave & Peterson Ave,2022,149
Halsted St & 73rd St,2022,148
Pulaski Rd & Congress Pkwy,2022,147
Archer Ave & 43rd St,2022,146
Public Rack - Pulaski Rd & Armitage Ave,2022,146
Cottage Grove Ave & 111th Pl,2022,145
Lamon Ave & Armitage Ave,2022,142
Stony Island Ave & 90th St,2022,141
Washtenaw Ave & Superior St,2022,141
Albany Ave & 16th St,2022,140
Central Park Ave & Ohio St,2022,140
Ellis Ave & 83rd St,2022,140
Marquette Ave & 89th St,2022,139
Dauphin Ave & 87th St,2022,138
Seeley Ave & Garfield Blvd,2022,138
Summit Ave & 86th St,2022,138
Ashland Ave & 63rd St,2022,137
Public Rack - Lowell Ave & Elston Ave,2022,137
Central Park Blvd & 5th Ave,2022,136
California Ave & Marquette Rd,2022,133
Cicero Ave & Lake St,2022,133
Public Rack - Mozart Elementary School,2022,133
Richmond St & Lincoln Ave,2022,133
East End Ave & 87th St,2022,131
Kildare Ave & 47th St,2022,131
Public Rack - Hamlin Ave & Montrose Ave,2022,131
Oak Park & Wellington,2022,130
Public Rack - Kostner Ave & Armitage Ave,2022,130
Cicero Ave & Grace St,2022,129
Public Rack - Monticello Ave & Belmont Ave,2022,129
Hyde Park Blvd & 55th St,2022,127
Cottage Grove Ave & 78th St,2022,126
Pulaski Rd & Lake St,2022,126
Tripp Ave & 65th St,2022,126
Avenue O & 118th St,2022,125
Karlov Ave & Madison St,2022,125
Kedzie Ave & 52nd St,2022,125
Laramie Ave & Kinzie St,2022,122
Stewart Ave & 83rd St,2022,122
Phillips Ave & 83rd St,2022,121
Ewing Ave & Burnham Greenway,2022,120
Indiana Ave & 103rd St,2022,119
Central Ave & Harrison St,2022,118
Washtenaw Ave & Madison St,2022,118
California & 16th St,2022,117
Rockwell St & 57th St,2022,117
Artesian Ave & 55th St,2022,116
Hamlin Ave & 62nd Pl,2022,116
Loomis Blvd & 84th St,2022,116
Michigan Ave & 71st St,2022,116
